Title,IMDB_ID,Subtitle,Status,Media Type,Year,Remarks
NCIS,,EYE SPY,APP,TV,2003,"APPROVED FILMING FOR TTNO DAYS, DEC 15 AND 16, AT VARIOUS EXTERIOR LOCATIONS AT NAVAL BASE VENTURA COUNTY, CALIFORNIA (NAVAL AIR STATION POINT MUGU AND NAVAL BASE PORT HUENEME)."
NCIS,,CALL OF SILENCE,APP,TV,2004,APPROVED FILMING A BURIAL DETAIL AT A CIVILIAN CEMETERY FOR ONE DAY WITH APPROXIMATELY 10 MARINES.
NCIS,,RULE FIFTY-ONE,APP,TV,2010,"APPROVED FILMING ON APRIL 23 AT NAVAL BASE VENTURA COUNTY, POINT, MUGU, CA."
NCIS,,FLESH AND BLOOD,APP,TV,2010,"APPROVED FILMING ON NOVEMBER 23 AT NAVAL BASE VENTURA COUNTY, POINT MUGU, CA USING RAMP AND HANGAR AREAS. A T-45 JET TRAINER WILL BE FILMING LANDING AND WHILE STATIONARY."
NCIS,,"IMMORTALS, THE",APP,TV,2003,"APPROVED FILMING FOR ONE DAY AT PORT HUENEME, CA, INVOLVING THE WEAPONS TEST SHIP AND APPROXIMATELY 15 VOLUNTEER MILITARY EXTRAS."
NCIS,,HIGH SEAS,APP,TV,2003,"APPROVED FILMING FOR TWO DAYS AT NAVAL BASE PORT HUENEME, CA, INVOLVING NON-FLYING AIRCRAFT, FLIGHT LINE LOCATIONS, AND APPROXIMATELY 30 VOLUNTEER MILITARY PERSONNEL AS EXTRAS."
"NET, THE",tt0113957,,LIM,FILM,1995,"COMPANY REQUESTED ONE DAY FILMING AT MISSILE LAUNCH FACILITY AT VANDENBERG AFB. PICTURE ESSENTIALLY NON-MILITARY, BUT THE SCENE IS INNOCUOUS AND OFFERS A BRIEF REMINDER THAT THE AIR FORCE IS IN THE MISSILE LAUNCH BUSINESS. FILMING COMPLETED OK. NO FILE"
NEVER SAY NEVER AGAIN,tt0086006,,DEN,FILM,1983,"DENIED REQUEST FOR STOCK FOOTAGE AND UNDERSEA SHOT OF NUCLEAR SUBMARINE {TO BE SHOT BY PRODUCTION COMPANY). SCRIPT DEPICT ED DRUG ADDICTED USAF OFFICER, OTHER NEGATIVE MILITARY/DOD PORTRAYALS {ALSO NEGATIVE UK PORTRAYALS}."
NEW FAMILY FUED,,ARMED FORCES WEEK,APP,TV,2000,THE DEPARTMENT APPROVED REQUEST FOR ALL SERVICES TO APPEAR AS CONTESTANTS ON THE GAME SHOW BECAUSE THE PRIOR SHOWS WERE POPULAR AND THE MILITARY WOULD BE PRESENTED IN A POSITIVE LIGHT.
NEW FAMILY FUED,,,APP,TV,,"THE DEPARTMENT AND ALL SERVICES APPROVED AND PROVIDED ASSISTANCE TO THE GAME SHOW, PROVIDING THE CONTESTANTS ARE VOLUNTARY AND SHOULD NOT BE ON LEAVE"
"NEXT KARATE KID, THE",tt0110657,,APP,FILM,1994,APPROVED FILMING FICTIONAL AWARDS CEREMONY AT FORT MYER & EXTRAS FOR ARRIVAL SCENE AT NATIONAL AIRPORT -- POSITIVE DEPICTION OF MILITARY (KEY IF SHORT OPENING SCENE)
NIGHT OF THE FOX,,,DEN,TV,1990,THE REQUEST FOR STOCK FOOTAGE WAS DENIED BECAUSE IT DID NOT BENEFIT RECRUITING AND RETENTION OF THE UNITED STATES ARMY NOR THE DEPARTMENT OF DEFENSE.
NIKITA,,"AKA 'GIRL #5' ENGLISH VERSION OF FRENCH ""LA FEMME NIKITA""",DEN,FILM,2010,"DECLINED REQUEST TO USE MILITARY AIRCRAFT TO DO WIDE-ANGLE ESTABLISHING SHOT OF US CAPITOL. NO MILITARY CONNECTION, NO BENEFIT. WE COULDN'T FLY THROUGH THE RESTRICTED AIR SPACE ANYWAY"
NO MAN IS AN ISLAND,tt0056283,,APP,FILM,1962,NAVY PROVIDED MEN AND A SHIP IN THE PHILIPPINES FOR WORLD WAR II STORY OF SAILOR TRAPPED ON GUAM FOR THREE YEARS DURING THE WAR. IMPORTANT ONLY FOR DEATH OF SAILOR WORKING ON EXPLOSIVES FDR FILM WHILE OFF DUTY.
NO WAY OUT,tt0093640,,OTH,FILM,1987,"PRODUCER SAYS COMPANY ONLY FILMED IN NONSECURE, PUBLIC (AT THE TIME) COMMERCIAL SHOPPING AREA. HOWEVER, IT IS CLEAR THAT CAMERA CREW AND ACTOR KEVIN COSTNER DID FILM ON THE A RING (FLAG CORRIDOR). THE SCENES FILMED ELSEWHERE, PRINCIPALLY AT THE DEPARTMENT OF INTERIOR BUILDING, WERE SKILLFULLY DONE TO IMITATE THE PENTAGON. BUT THE FLAG CORRIDOR IS UNMISTAKABLY THE PENTAGON. PLOT OF THE FILM OBVIATES ANY DOD SUPPORT."
NUMB3RS,,ALL'S FAIR,APP,TV,2006,"APPROVED FILMING FOR ONE DAY AT JOINT FORCES TRAINING BASE, LOS ALAMITOS, CA. VARIOUS INT AND EXT SITES, OFF-DUTY MILITARY AS EXTRAS IN BACKGROUND."
NUMB3RS,,ALL'S FAIR,APP,FILM,2006,"APPROVED FILMING FOR AT JOINT FORCES TRAINING BASE, LOS ALAMITOS, CALIFORNIA, ON FEBRUARY 22, INCLUDING SEVERAL INTERIOR AND EXTERIOR SITES AND OFF-DUTY MILITARY PERSONNEL AS EXTRAS."
ON THE BEACH,tt0053137,,OTH,FILM,1959,"NAVY HAD MAJOR PROBLEMS WITH SCRIPT, PARTICULARLY THE IMPLICATION THAT THE US. MIGHT HAVE CAUSED WORLD WAR III. YET PORTRAYAL OF GREGORY PECK AS AMERICAN SUBMARINE CAPTAIN IS VERY POSITIVE. NAVY GAVE DIRECTOR STANLEY KRAMER A RIDE ABOARD NUCLEAR SUB AND ART DEPT ACCESS TO SUB. REFUSED TO SEND A SUB TO AUSTRALIA. KRAMER SECURED USE OF AUSTRALIAN SUB. AFTER FILMING DONE, AMERICAN SUB DID SHOW UP, BUT TOO LATE"
ONE MINUTE TO ZERO,tt0044997,,APP,FILM,1952,"ARMY PROVIDED FULL COOPERATION TO FILM ABOUT OPENING DAYS OF KOREAN WAR. HOWEVER, SERVICE THEN OBJECTED TO CLOSING SEQUENCE IN WHICH OFFICER CALLS DOWN ARTILLERY ON LINE OF REFUGES INFILRATED WITH NORTH KOREAN SOLDIERS. HOWARD HUGHES REFUSED TO DELETE OR CHANGE SEQUENCE SINCE IT WAS CRUCIAL TO STORY. HUGHES DID CHECK TO MAKE SURE PENTAGON WOULD NOT CANCEL HIS DEFENSE CONTRACTS IF HE REFUSED."
OP CENTER,,,APP,TV,1995,"TOM CLANCY-INSPIRED MINISERIES THAT PORTRAYED MILITARY IN A POSITIVE AND MORE OR LESS ACCURATE FASHION, EVEN IF THE OP CENTER ITSELF WAS HIGHLY FANCIFUL."
OPERATION DUMBO DROP,tt0114048,,OTH,FILM,1985,"DOD WORKED INFORMALIY WITH STUDIO FOR MONTHS, DISCUSSING NEGATIVE, INACCURATE ASPECTS OF SCRIPT. THE WHOLE TIME, IT WAS UNCERTAIN WHETHER OR NOT STUDIO WOULD FILM IN THE US. (AND THEREFORE NEED US. MILITARY ASSISTANCE) OR OVERSEAS (AND NOT NEED U.S. MILITARY ASSISTANCE). THE STUDIO DECIDED TO FILM IN THAILAND FOR PURELY FINANCIAL REASONS. DOD LOST ITS OPPORTUNITY TO INFLUENCE THE SCRIPT (AND RESOLVE ARMY - AIR FORCE CONFRONTATION SCENES). NO OFFICIAL DECLINE WAS EVER PUT IN WRITING, BECAUSE DISNEY NEVER FORMALLY REQUESTED ASSISTANCE. NO FILE."
OPERATION EL DORADO CANYON,,,APP,TV,,THE DEPARTMENT AGREED TO APPROVE THE SCRIPT PROVIDING A FEW CHANGES WERE MADE . TV FILM NEVER PRODUCED
OPERATION PACIFIC,tt0043887,,APP,FILM,1951,"FULL NAVY COOPERATION ON FIRST WORLD WAR II POST-WAR SUBMARINE MOVIE STARRING JOHN WAYNE. NAVY'S ONLY PROBLEM WITH FILM WAS PORTRAYAL OF TORPEDO PROBLEMS IN FIRST YEAR OF WAR. SHOWED TORPEDOS WERE DEFECTIVE WHICH SERVICE AND PENTAGON DID NOT APPRECIATE BEING PDRTRAYED. AT SAME TIME, SHOWS HOW WAYNE SOLVED PROBLEM AND SO HELPED WIN Tl IE WAR. USE OF SUBMARINE,"
OPERATION PETTICOAT,tt0053143,,APP,FILM,1959,"NAVY GAVE FULL COOPERATION FOR STORY BASED ON ACTUAL EVENTS AT BEGINNING OF WORLD WAR I WHEN A SUBMARINE RESCUED NURSES IN THE PHILIPPINES. SUB LOOKED ""PINK"" BECAUSE IT WAS BEING PAINTED WHEN WAR BEGAN."
OPERATION: NATIONAL GUARD,,,DEN,FILM,,"NOT TO THE BEST INTEREST OF THE DEPARTMENT, NOR THE NGB. REQUEST FOR INSTALLATIONS, EQUIP., AND PERSONNEL DENIED. TOO STEREOTYPICAL AND INACCURATE. NO RECORD FILM WITH THIS TITLE WAS EVER MADE."
OUR HOUSE,,THEY ALSO SERVE,APP,TV,1987,"""FUTURE TENSE"" PARTS I AND II UNDER SAME CONDITIONS DOD ALSO APPROVED ANOTHER EPISODE, ""PAST TENSE"", THE DEPARTMENT APPROVED MINISERIES, FEELING IT WAS BENEFICIAL AND POSITIVE FOR THE DEPARTMENT"
OUTBREAK,tt0114069,,DEN,FILM,1995,"PRODUCTION COMPANY REQUEST CONSIDERABLE MILITARY ASSISTANCE, INCLUDING AIRCRAFT AND VEHICLES. HOWEVER, FUNDAMENTAL NEGATIVE PORTRAYALS ABOUNDED. COMPANY WAS ULTIMATELY UNWILLING TO MAKE KEY CHANGES AND WITHDREW REQUEST. NO DOD FILE"
"OUTSIDER, THE",tt0055270,,APP,FILM,1961,"MARINES GAVE FULL COOPERATION AT RECRUIT DEPOT IN SAN DIEGO AND AT CAMP PENDLETON FOR STORY ABOUT IRA HAYES, AN AMERICAN INDIAN WHO HELPED RAISE THE FLAG ON IWO JIMA. SHOWED HOW THE MARINES, THE MILITARY, AND THE GOVERNMENT USED HAYES TO RAISE BONDS FOR WAR EFFORT BUT DID NOT HELP HIM WHEN HE BECAME ALCHOLIC. GEN. VICTOR KRULAK BELIEVES THE MARINES WERE GUILTY OF HIS DEATH BECAUSE OF THIS. FILMMAKERS TONED DOWN DEATH OF HAYES."
"P.O.W.--AMERICANS IN ENEMY HANDS: WWII, KOREA, AND VIETNAM",,,APP,TV,1987,"VERY FACTUAL. MAKES A STRONG, POSITIVE, EMOTIONAL STATEMENT ABOUT AMERICA, HER SERVICEMEN, AND THEIR FAMILIES."
PANCHO BARNES,,,APP,TV,1988,FILM QUITE ACCURATE AND HISTORICAL. FILM VERY POSITIVE FOR THE AIR FORCE AS WELL AS THE ENTIRE DEPARTMENT
PANCHO U.S. MARINE,,,APP,FILM,,IN ITS PRODUCTION. STORY WAS INSPIRING AND IN THE BEST INTEREST OF DOD AND THE GOVERNMENT OVERALL. SEEMED REAIISTIC. NO RECORD OF FILM EVER BEING MADE.
PANDORA'S CLOCK,,,DEN,TV,1996,"PRODUCTION COMPANY REQUESTED USE OF AIR FORCE & ARMY PERSONNEL AND VEHICLES. DEPICTIONS OF USAF & USA PERSONNEL AS CALLOUS AND UNPROFESSIONAL PRECLUDED PROVIDING ASSISTANCE, SINCE THE PRODUCTION COMPANY DECLINED TO BE AMENABLE TO CHANGES, EITHER DUE TO CONCEPT OR DUE TO TIME OR BOTH. SOME TIME IN MAY, WE INFORMALLY ADVISED THE PRODUCTION COMPANY OF OUR CONCERNS, ESPECIALLY REGARDING THE SECURITY PERSONNEL SHOOTING THE SPOUSE. NEVER REALLY RESOLVED THE ISSUE. EVENTUALLY THE PRODUCTION COMPANY ""WENT AWAY."""
PASS THE AMMUNITION,tt0095832,,DEN,FILM,,"TOO UNREALISTIC, CAUSES MISINTERPRETATION OF THE DUTIES OF THE GUARD AND ITS RELATIONSHIP AND THE TOWN; TOO VULGAR. REQUEST DENIED. NO RECORD OF FILM BEING MADE"
PASSAGES,,,DEN,FILM,,NOT IN THE BEST INTEREST OF THE GOVERNMENT. UNFAVORABLE REFLECTION ON THE US. MILITARY. UNSUPPORTED INFORMATION. VERY NEGATIVE FOR THE AIR FORCE. FILM DISAPPORVED. NO RECORD OF FILM BEING MADE.
PATENT LEATHER KID,tt0018253,,APP,FILM,1927,"AFTER CONSIDERABLE NEGOTIATIONS, THE ARMY PROVIDED MEN, TANKS, AND EQUIPMENT FOR STORY SET IN WORLD WAR I AND PEACEIIME."
PATH TO WAR,,,OTH,TV,2002,"THIS MADE FOR TV MOVIE DRAMATIZES THE WHITE HOUSE / PENTAGON DISCUSSIONS AND DECISION-MAKING DURING THE VIETNAM WAR. THE SCRIPT WAS STAFFED WITH OSD AND JOINT STAFF AND THE HISTORIANS, AND THEIR CONSENSUS WAS THAT SO MANY LIBERTIES WERE TAKEN WITH THE ACTUAL HISTORY THAT THE AUDIENCE MAY GET THE IMPRESSION THAT THE MILITARY ESTABLISHMENT WAS PRINCIPALLY INTERESTED IN MINDLESSLY ESCALATING THE WAR, AND PRESIDENT JOHNSON JUST TRYING TO SORT OUT THE TRUE SITUATION AND DO THE RIGHT THING. THE PRODUCTION COMPANY WANTED TO DO SOME MODEST FILMING IN AND AROUND THE PENTAGON. HOWEVER, ALTHOUGH AT DOD THERE WAS LITTLE OPTIMISM THAT SCRIPT AGREEMENT WAS GOING TO BE POSSIBLE, THE SEPTEMBER 11 ATTACK ON THE PENTAGON OBVIATED ANY FURTHER DISCUSSIONS."
PATRIOT GAMES,tt0105112,,APP,FILM,1992,THE FILM CONTAINED NO MAJOR MILITARY ASPECTS BUT IT WAS ALSO AN EXCELLENT OPPORTUNITY TO SHOWCASE THE NAVAL ACADEMY. THE FILM CONTAINED NO MAJOR MILITARY ASPECTS BUT IT RESPECTED THE MILITARY AND FEDERAL GOVERNMENT
PENSACOLA WINGS OF GOLD,,YESTERDAY... UPON THE STAIR - Part I,APP,TV,1997,"PRODUCTION COMPANY MADE MANY CHANGES, ACCOMMODATING OUR CONCERNS SO MILITARY ASSISTANCE WAS APPROVED (B-ROLL, FILMING ON MARINE CORPS BASE, ""FAM"" FLIGHT FOR LEAD ACTOR WHICH INCLUDED FILMING)."
PENSACOLA WINGS OF GOLD,,GREY GHOST,APP,TV,1997,PRODUCTION COMPANY ACCOMMODATED MINOR CHANGES REQUESTED. APPROVED FILMING WITH MARINE LIGHT ARMORED VEHICLES.
PENSACOLA WINGS OF GOLD,,S.O.D.,APP,TV,1998,"APPROVED FILMING AT MCAS MIRAMAR, CA FOR ONE DAY, TO INCLUDE USE OF NONFLYING F/A-18 AIRCRAFT & DEPICTIONS CONTINUE IN THIS EPISODE (#4 OF THE SEASON)"
PENSACOLA WINGS OF GOLD,,STAND DOWN,APP,TV,1998,"APPROVED ASSISTANCE, CONSISTING OF FILMING FOR ONE DAY AT A CIVILIAN LOCATION WITH MARINE CRASH, FIRE AND RESCUE EQUIPMENT AND PERSONNEL, AND FILMING FOR ANOTHER DAY AT MCAS MIRAMAR CALIFORNIA, WITH A HANGAR AND NON-FLYING F/A-18 AIRCRAFT."
PENSACOLA WINGS OF GOLD,,RED BARON,APP,TV,1998,"APPROVED TYPICAL ONE DAY FILMING AT MCAS MIRAMAR, USING HANGAR AND F/A-18 AIRCRAFT (NON FLYING)"
PENSACOLA WINGS OF GOLD,,RAID ON OSIRAK,APP,TV,1998,"APPROVED FILMING FOR HALF A DAY AT MCAS MIRAMAR. FILMING IN CONJUNCTION WITH FILMING OF ANOTHER EPISODE, ""STAND DOWN,"" SO NO NEW CORRESPONDENCE WAS GENERATED FOR THIS FILMING."
PENSACOLA WINGS OF GOLD,,BOOM,APP,TV,1998,"WHILE SAAV WAS ON LEAVE, REQUEST WAS APPROVED BY BILL HARRIS VIA E-MAIL TO USMC-LA (MAJ T.V. JOHNSON) FOR THIS ROUTINE FILMING: ONE DAY AT MCAS MIRAMAR WITH NON-FLYING AIRCRAFT. IN KEEPING WITH OTHER REQUESTS, NO CONTROVERSY."
PENSACOLA WINGS OF GOLD,,VERTIGO,APP,TV,1998,"APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR (STANDARD FOR THIS SERIES), NO FLYING."
PENSACOLA WINGS OF GOLD,,"WILD, WILD WEST",APP,TV,1998,APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR (AS NAS FALLON). FILMING INCLUDED THE TYPICAL USE OF HANGAR AND NON-FLYING F/A-18 SET DRESSING. MAY INCLUDE HORSE (AND RIDER) AND RATTLESNAKE AS SET DRESSING.
PENSACOLA WINGS OF GOLD,,CLASS STRIKE,APP,TV,1998,APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR - THE TYPICAL USE OF A HANGAR EXTERIOR AND NON-FLYING AIRCRAFT AS SET DRESSING.
PENSACOLA WINGS OF GOLD,,GYPSY TUMBLE,APP,TV,1999,"APPROVED FILMING AT MCAS FOR ONE DAY, INCLUDING USE OF A HANGAR, THE BASE OPERATIONS BUILDING, NON-FLYING AIRCRAFT, FLYING AIRCRAFT (TARGET OF OPPORTUNITY), AND OPERATING THE PRODUCTION COMPANY'S HUEY"
PENSACOLA WINGS OF GOLD,,CALL TO GLORY,APP,TV,1999,"SAAV SIGNED LETTER, APPROVING FILMING FOR ONE DAY AT MARINE CORPS BASE CAMP PENDLETON (WITH A NAVY LCAC & THE PRODUCTION COMPANY'S HUEY) AND FILMING AROUND A HANGAR & NONFLYING AIRCRAFT FOR ONE DAY AT MARINE CORPS AIR STATION MIRAMAR"
PENSACOLA WINGS OF GOLD,,"DON'T ASK, DON'T TELL",APP,TV,1999,"SAAV SIGNED LETTER APPROVING FILMING FOR ONE DAY AT MCAS MIRAMAR, CA, USING NONFLYING AIRCRAFT, EXTRAS, AND A HANGAR."
PENSACOLA WINGS OF GOLD,,TRUE STORIES,APP,TV,1999,"SAAV SIGNED LETTER APPROVING FILMING FOR ONE DAY AT MCAS MIRAMAR, USING A HANGAR, STATIC AIRCRAFT, AND EXTRAS."
PENSACOLA WINGS OF GOLD,,TATTOO,APP,TV,1999,"SAAV SIGNED LETTER APPROVING FILMING FOR ONE DAY (AUG 24) AT MCAS MIRAMAR, CA, USING NON-FLYING AIRCRAFT AND A HANGAR. THE COMPANY WILL ALSO USE TTS OWN HUEY HELICOPTER FOR THE FILMING."
PENSACOLA WINGS OF GOLD,,OFFICERS AND GENTLEMEN,APP,TV,1999,"SAAV SIGNED LETTER APPROVING FILMTNG AT MCAS MIRAMAR, CA, ON AUGUST 17, USING NONFLYING AIRCRAFT AND A HANGAR."
PENSACOLA WINGS OF GOLD,,MISHAP,APP,TV,1999,"APPROVED FILMING ON NOV 18TH AT MCAS MIRAMAR, CA, INCLUDING SCENE AT USMC GOLF COURSE"
PENSACOLA WINGS OF GOLD,,BLUE ANGEL,APP,TV,1999,APPROVED FILMING
PENSACOLA WINGS OF GOLD,,FOX TWO,APP,TV,1999,APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR
PENSACOLA WINGS OF GOLD,,ON THE TEE,APP,TV,1999,"SAAV SIGNED LETTER APPROVING FILMING ON SEPTEMBER 30 AT MCAS MIRAMAR, CA, USING A HANGAR, MARINE EXTRAS, AND TOWED (NON-FLYING) AIRCRAFT."
PENSACOLA WINGS OF GOLD,,BLUE ON BLUE,APP,TV,1999,"APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR, INVOLVING NON-FLYING F/A-18 AS SET DRESSING"
PENSACOLA WINGS OF GOLD,,BUSTED,APP,TV,1999,"APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR, CA, INCLUDING NONFLYING (TOWED) AIRCRAFT, A HANGAR, AND MARINE EXTRAS."
PENSACOLA WINGS OF GOLD,,AT POVERTY LEVEL,APP,TV,2000,"APPROVED FILMING FOR ONE DAY AT THE MARINE CORPS EXCHANGE, MARINE CORPS RECRUIT DEPOT, SAN DIEGO, AND FOR ONE DAY AT MARINE CORPS AIR STATION MIRAMAR, CA, INCLUDING THE USUAL NONFLYING AIRCRAFT, HANGAR, AND EXTRAS."
PENSACOLA WINGS OF GOLD,,ARTICLE 32,APP,TV,2000,"APPROVED FILMING FOR ONE DAY AT MARINE CORPS AIR STATION, MIRAMAR, CA, INVOLVING NOT ONLY THE USUAL HANGAR, EXTRAS, AND NONFLYING AIRCRAFT, BUT ALSO THE NAVY AVIATION SURVIVAL TRAINING CENTER (""DUNK TANK"") AND NAVY DIVERS."
PENSACOLA WINGS OF GOLD,,CRASH TEST,APP,TV,2000,"APPROVED FILMING FOR ONE DAY AT MARINE CORPS BASE CAMP PENDLETON, CA, INVOLVING THE MOUT FACILITIES, RANGE 105, MARINE EXTRAS AND RANGE SAFETY PERSONNEL."
PENSACOLA WINGS OF GOLD,,PENSACOLA SHOOTOUT,APP,TV,2000,"APPROVED ONE DAY OF (ROUTINE) FILMING AT MCAs MIRAMAR, CA, DECEMBER 6, WITH NONFLYING AIRCRAFT, HANGAR, AND EXTRAS."
PENSACOLA WINGS OF GOLD,,RETURN TO GLORY,APP,TV,2000,"APPROVED FILMING AT MARINE CORPS AIR STATION, MIRAMAR, CA, WITH THE CUSTOMARY (FOR THIS SERIES) USE OF NONFLYING AIRCRAFT, MARINE EXTRAS, AND NONFLYING (TOWED) AIRCRAFT"
PENSACOLA WINGS OF GOLD,,BROKEN WINGS,APP,TV,1998,"MINOR CHANGES REQUIRED, VERY POSITIVE STORY, MUCH MORE REALISTIC THAN ANY OTHER PREVIOUS EPISODE; HIGH POINT OF SEASON; AUTHORIZED FILMING FOR FOUR DAYS AT CAMP PENDLETON, TO INCLUDE TWO CH-46 HELICOPTERS"
PENSACOLA WINGS OF GOLD,,NUGGETS,APP,TV,1998,APPROVED FILMING AT MCAS MIRAMAR FOR ONE DAY BY HANGAR & USE OF SOME EQUIPMENT
PENSACOLA WINGS OF GOLD,,SOLO FLIGHT,APP,TV,1998,"APPROVED ONE DAY FILMING AT MCAS MIRAMAR, CALIFORNIA, INCLUDING USE OF HANGER AND NON-FLYING F/A-18 AIRCRAFT."
PENSACOLA WINGS OF GOLD,,CUBA LIBRE,APP,TV,1999,"PRODUCTION COMPANY MADE MINOR CHANGES TO SCRIPT; APPROVED FILMING FOR ONE DAY (THE TYPICAL ASSISTANCE) AT MCAS MIRAMAR, CA. NO FLYING INVOLVED."
PENSACOLA WINGS OF GOLD,,SORTIE,APP,TV,1999,"APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR, CA. TYPICAL FILMING: VICINITY OF HANGAR, FRESNEL LENS, NON-FLYING F/A-18S."
PENSACOLA WINGS OF GOLD,,TOUCH 'N GO,APP,TV,1999,"APPROVED ONE DAY FILMING AT MCAS MIRAMAR, CALIFORNIA (TYPICAL ASSISTANCE)"
PENSACOLA WINGS OF GOLD,,RULES OF ENGAGEMENT,APP,TV,1999,"APPROVED FILMING FOR ONE DAY AT MCAS MIRAMAR, CALIFORNIA; ROUTINE ASSISTANCE FOR THIS SERIES, LITTLE CONTROVERSY IN SCRIPT"
PENSACOLA WINGS OF GOLD,,TIP OF THE SPEAR,APP,TV,1999,"APPROVED FILMING AT MCAS MIRAMAR, CA, FOR TWO DAYS, INVOLVING NONFLYING HELICOPTERS AS SET DRESSING AND FILMING OF PREVIOUSLY-SCHEDULED, TARGET-OF-OPPORTUNITY HELICOPTER FLIGHT OPERATIONS"
PENSACOLA WINGS OF GOLD,,BROTHERS,APP,TV,2000,"APPROVED FILMING AT MARINE CORPS BASE CAMP PENDLETON, CA, FOR TWO DAYS, WHICH INVOLVED A CONFIDENCE COURSE, MARINE EXTRAS, A HANGAR, AND NONFLYING AIRCRAFT."
PENSACOLA WINGS OF GOLD,,SOCEX FINAL EXAMS,APP,TV,2000,"APPROVED FILMING FOR ONE DAY AT MARINE CORPS AIR STATION, MIRAMAR, CA, INVOLVING THE TYPICAL NONFLYING AIRCRAFT, HANGAR, AND MARINE EXTRAS. THIS IS EPISODE #22, THE LAST EPISODE OF THIS SEASON. MRS. JANET COHEN (SECOEF'S WIFE) WILL BE ON THE SET JAN 31 INTERVIEW JAMES BROLIN FOR HER PERIODIC AFRTS PROGRAM."
PENTAGON WARS,,,OTH,TV,1998,"DEVASTING PORTRAYAL OF ARMY’S EFFORTS TO DEVELOP THE BRADLEY FIGHTING VEHICLE, COMPLETE WITH COST OVERRUNS, MECHANICAL PROBLEMS, COVER-UPS, ETC. ARMY BRASS COMES ACROSS AS DISHONEST LIARS AND FOOLS. IN THE END, AIR FORCE OFFICER WHO EXPOSED PROBLEMS HAD HIS CAREER RUINED, THE ARMY OBTAINED ITS NEW HARDWARE, AND THE GENERALS RECEIVED PROMOTIONS. NO REQUEST FOR ASSISTANCE FOR OBVIOUS REASONS. BASED ON BOOK BY THE AIR FORCE OFFICER AND SO IT IS PRESUMED TO TELL A TRUE STORY WITHIN THE REALM OF DRAMATIC LICENCE."
"PEREZ FAMILY, THE",tt0114113,,APP,FILM,1995,"LARGELY BACKGROUND BUT IMPORTANT TO STORY. POSITIVE, ACCURATE OEPICTION. NO FILE. REQUESTED USE OF FLORIDA NATIONAL GUARDSMEN TO REENACT THE HUMANITARIAN AID THEY PROVIDED (WITH TENTS, TRUCKS) TO CUBAN REFUGEES DURING THE MARIEL EXODUS. 12 SHOOTING DAYS."
PERFECT CRIME,,HIDE & SEEK - THE JOANNE JENSEN STORY,APP,TV,1997,"PRODUCTION COMPANY REQUESTED USE OF MARINE EXTRAS, MARINE CORPS VEHICLES, AND INSTALLATIONS TO FILM MADE FOR TV MOVIE BASED ON A TRUE STORY. ALTHOUGH SCRIPT CONTAINS THE NEGATIVE, IF TRUE STORY, ABOUT AN EVIL MARINE, IT DOES CONTAIN POSITIVE AND REASONABLY ACCURATE DEPICTIONS"
"PERFECT STORM, THE",tt0177971,,APP,FILM,2000,"AFTER WEEKS OF PROTRACTED SCRIPT NEGOTIATIONS, THE PRODUCTION COMPANY AND DOD REACHED AN ACCOMMODATION THAT WAS ACCEPTABLE. ON THIS DATE, SAAV SIGNED LETTER TO DUNCAN HENDERSON ADVISING HIM THAT ASSISTANCE WAS APPROVED. ASSISTANCE CONSISTS OF FILMING FOR A FEW DAYS AT A NAVY/ANG INSTALLATION (PT MUGU) WTTH FLYING AND NONFLYING HELICOPTERS; LOAN OF A HH-60 BLACKHAWK ""CARCASS"" FROM THE DAVIS MONTHAN BONEYARD."
PET SEMETARY,tt0098084,,APP,FILM,1989,"THE REQUEST FOR CAMOUFLAGE NETTING WAS APPROVED AS LONG AS IT WAS NO EXTRA COST TO THE GOVERMENT, THE PRODUCER ENTER A ""HOLD HARMLESS"" AGREEMENT WITH THE MAINE NATIONAL GUARD, ALL EQUIPMENT WILL BE RETURNED IN LIKE NEW OR BETTER CONDITION, ETC."
"PHILADELPHIA EXPERIMENT, THE",tt0087910,,DEN,FILM,1985,"THE DEPARTMENT FELT THAT A MOVIE OF THIS NATURE WOULD PERPETUATE THE MYTH OF THE PHILADELPHIA, AND THE ROLE OF THE NAVY IN IT. MYTHICAL AND BASED ON A FABRICATED STORY. THE NAVY'S PROBLEM IN ASSISTING WAS THE SAME ONE THE AIR FORCE FACED IN DEALING WITH ""CLOSE ENCOUNTERS."" HOW COULD AIR FORCE ASSIST ON A FLYING SAUCER MOVIE WHEN IT HAS ALWAYS SAID UFOS DO NOT EXIST. HOW COULD THE NAVY HELP PORTRAY AN INCIDENT WHICH IT SAID NEVER HAPPENED. FILMMAKERS USED THE YORKTOWN IN CHARLESTON."
PIONEER CHRISTMAS,,,APP,FILM,,"THE DOD AND THE NGB ALLOWED USE OF AND ISOLATED FOREST LOCATION ON THE GROUNDS OF CAMP G. W. WILLIAMS FOR FILMING PORTIONS OF THE SUBJECT MOTION PICTURE. NO FILE, NO RECORD OF FILM BEING MADE"
